CloudletId,Status,DatacenterId,VmId,Time,StartTime,FinishTime,SubTime,TotalCost,CloudletType,HostId20,SUCCESS,3,20,0.8,3.2,4,3.2,11.4,MAPPER,11
107,SUCCESS,2,7,1.2,3.2,4.4,3.2,12.6,MAPPER,2
3,SUCCESS,2,3,1.2,3.2,4.4,3.2,12.6,MAPPER,3
53,SUCCESS,2,3,1.2,3.2,4.4,3.2,12.6,MAPPER,3
103,SUCCESS,2,3,1.2,3.2,4.4,3.2,12.6,MAPPER,3
8,SUCCESS,2,8,1.2,3.2,4.4,3.2,12.6,MAPPER,3
58,SUCCESS,2,8,1.2,3.2,4.4,3.2,12.6,MAPPER,3
108,SUCCESS,2,8,1.2,3.2,4.4,3.2,12.6,MAPPER,3
4,SUCCESS,2,4,1.2,3.2,4.4,3.2,12.6,MAPPER,4
54,SUCCESS,2,4,1.2,3.2,4.4,3.2,12.6,MAPPER,4
104,SUCCESS,2,4,1.2,3.2,4.4,3.2,12.6,MAPPER,4
9,SUCCESS,2,9,1.2,3.2,4.4,3.2,12.6,MAPPER,4
59,SUCCESS,2,9,1.2,3.2,4.4,3.2,12.6,MAPPER,4
109,SUCCESS,2,9,1.2,3.2,4.4,3.2,12.6,MAPPER,4
10,SUCCESS,3,10,1.2,3.2,4.4,3.2,12.6,MAPPER,1
60,SUCCESS,3,10,1.2,3.2,4.4,3.2,12.6,MAPPER,1
110,SUCCESS,3,10,1.2,3.2,4.4,3.2,12.6,MAPPER,1
11,SUCCESS,3,11,1.2,3.2,4.4,3.2,12.6,MAPPER,2
61,SUCCESS,3,11,1.2,3.2,4.4,3.2,12.6,MAPPER,2
111,SUCCESS,3,11,1.2,3.2,4.4,3.2,12.6,MAPPER,2
12,SUCCESS,3,12,1.2,3.2,4.4,3.2,12.6,MAPPER,3
62,SUCCESS,3,12,1.2,3.2,4.4,3.2,12.6,MAPPER,3
112,SUCCESS,3,12,1.2,3.2,4.4,3.2,12.6,MAPPER,3
13,SUCCESS,3,13,1.2,3.2,4.4,3.2,12.6,MAPPER,4
63,SUCCESS,3,13,1.2,3.2,4.4,3.2,12.6,MAPPER,4
113,SUCCESS,3,13,1.2,3.2,4.4,3.2,12.6,MAPPER,4
14,SUCCESS,3,14,1.2,3.2,4.4,3.2,12.6,MAPPER,5
64,SUCCESS,3,14,1.2,3.2,4.4,3.2,12.6,MAPPER,5
114,SUCCESS,3,14,1.2,3.2,4.4,3.2,12.6,MAPPER,5
15,SUCCESS,3,15,1.2,3.2,4.4,3.2,12.6,MAPPER,6
65,SUCCESS,3,15,1.2,3.2,4.4,3.2,12.6,MAPPER,6
115,SUCCESS,3,15,1.2,3.2,4.4,3.2,12.6,MAPPER,6
16,SUCCESS,3,16,1.2,3.2,4.4,3.2,12.6,MAPPER,7
66,SUCCESS,3,16,1.2,3.2,4.4,3.2,12.6,MAPPER,7
116,SUCCESS,3,16,1.2,3.2,4.4,3.2,12.6,MAPPER,7
17,SUCCESS,3,17,1.2,3.2,4.4,3.2,12.6,MAPPER,8
67,SUCCESS,3,17,1.2,3.2,4.4,3.2,12.6,MAPPER,8
117,SUCCESS,3,17,1.2,3.2,4.4,3.2,12.6,MAPPER,8
18,SUCCESS,3,18,1.2,3.2,4.4,3.2,12.6,MAPPER,9
68,SUCCESS,3,18,1.2,3.2,4.4,3.2,12.6,MAPPER,9
118,SUCCESS,3,18,1.2,3.2,4.4,3.2,12.6,MAPPER,9
19,SUCCESS,3,19,1.2,3.2,4.4,3.2,12.6,MAPPER,10
69,SUCCESS,3,19,1.2,3.2,4.4,3.2,12.6,MAPPER,10
119,SUCCESS,3,19,1.2,3.2,4.4,3.2,12.6,MAPPER,10
120,SUCCESS,3,20,0.51,7,7.51,7,10.53,REDUCER,11
121,SUCCESS,3,21,0.51,7,7.51,7,10.53,REDUCER,12
122,SUCCESS,3,22,0.51,7,7.51,7,10.53,REDUCER,13
123,SUCCESS,3,23,0.51,7,7.51,7,10.53,REDUCER,14
124,SUCCESS,3,24,0.51,7,7.51,7,10.53,REDUCER,15
125,SUCCESS,3,25,0.51,7,7.51,7,10.53,REDUCER,16
126,SUCCESS,3,26,0.51,7,7.51,7,10.53,REDUCER,17
127,SUCCESS,3,27,0.51,7,7.51,7,10.53,REDUCER,18
128,SUCCESS,3,28,0.51,7,7.51,7,10.53,REDUCER,19
129,SUCCESS,3,29,0.51,7,7.51,7,10.53,REDUCER,20
130,SUCCESS,3,30,0.51,7,7.51,7,10.53,REDUCER,21
131,SUCCESS,3,31,0.51,7,7.51,7,10.53,REDUCER,22
132,SUCCESS,3,32,0.51,7,7.51,7,10.53,REDUCER,23
133,SUCCESS,3,33,0.51,7,7.51,7,10.53,REDUCER,24
134,SUCCESS,3,34,0.51,7,7.51,7,10.53,REDUCER,25
135,SUCCESS,3,35,0.51,7,7.51,7,10.53,REDUCER,26
136,SUCCESS,3,36,0.51,7,7.51,7,10.53,REDUCER,27
137,SUCCESS,3,37,0.51,7,7.51,7,10.53,REDUCER,28
138,SUCCESS,3,38,0.51,7,7.51,7,10.53,REDUCER,29
139,SUCCESS,3,39,0.51,7,7.51,7,10.53,REDUCER,30
140,SUCCESS,3,40,0.4,7.4,7.8,7.4,10.2,REDUCER,31
141,SUCCESS,3,41,0.4,7.4,7.8,7.4,10.2,REDUCER,32
142,SUCCESS,3,42,0.4,7.4,7.8,7.4,10.2,REDUCER,33
143,SUCCESS,3,43,0.4,7.4,7.8,7.4,10.2,REDUCER,34
144,SUCCESS,3,44,0.4,7.4,7.8,7.4,10.2,REDUCER,35
145,SUCCESS,3,45,0.4,7.4,7.8,7.4,10.2,REDUCER,36
146,SUCCESS,3,46,0.4,7.4,7.8,7.4,10.2,REDUCER,37
147,SUCCESS,3,47,0.4,7.4,7.8,7.4,10.2,REDUCER,38
148,SUCCESS,3,48,0.4,7.4,7.8,7.4,10.2,REDUCER,39
149,SUCCESS,3,49,0.4,7.4,7.8,7.4,10.2,REDUCER,40
150,SUCCESS,2,0,0.4,7.4,7.8,7.4,10.2,REDUCER,0
155,SUCCESS,2,5,0.4,7.4,7.8,7.4,10.2,REDUCER,0
151,SUCCESS,2,1,0.4,7.4,7.8,7.4,10.2,REDUCER,1
156,SUCCESS,2,6,0.4,7.4,7.8,7.4,10.2,REDUCER,1
152,SUCCESS,2,2,0.4,7.4,7.8,7.4,10.2,REDUCER,2
157,SUCCESS,2,7,0.4,7.4,7.8,7.4,10.2,REDUCER,2
153,SUCCESS,2,3,0.4,7.4,7.8,7.4,10.2,REDUCER,3
158,SUCCESS,2,8,0.4,7.4,7.8,7.4,10.2,REDUCER,3
154,SUCCESS,2,4,0.4,7.4,7.8,7.4,10.2,REDUCER,4
159,SUCCESS,2,9,0.4,7.4,7.8,7.4,10.2,REDUCER,4
